EX_adn_m	0.1
EX_glyb_m	0.1
EX_25dkglcn_m	0.1
EX_diact_m	0.1
EX_fe3_m	1000.0
EX_nh4_m	0.1
EX_nmn_m	0.1
EX_asp__D_m	0.1
EX_ptsla_m	0.1
EX_mn2_m	1000.0
EX_thymd_m	0.1
EX_so4_m	1000.0
EX_progly_m	0.1
EX_mg2_m	1000.0
EX_asn__L_m	0.1
EX_co2_m	1000.0
EX_LalaDgluMdapDala_m	0.1
EX_ile__L_m	0.1
EX_no3_m	0.1
EX_thr__L_m	0.1
EX_4ahmmp_m	0.1
EX_k_m	1000.0
EX_3amp_m	0.1
EX_metox_m	0.1
EX_leu__L_m	0.1
EX_arg__L_m	0.1
EX_dad_2_m	0.1
EX_met__L_m	0.1
EX_meoh_m	0.1
EX_chor_m	0.1
EX_cytd_m	0.1
EX_glyphe_m	0.1
EX_fol_m	0.1
EX_gua_m	0.1
EX_bz_m	0.1
EX_h2o2_m	1000.0
EX_14glucan_m	0.1
EX_fe2_m	1000.0
EX_gam_m	0.1
EX_malthp_m	0.1
EX_R3hdec4e_m	0.1
EX_hishis_m	0.1
EX_cobalt2_m	1000.0
EX_gln__L_m	0.1
EX_tet_m	0.1
EX_ade_m	0.1
EX_ribflv_m	0.1
EX_fuc_m	0.1
EX_thm_m	0.1
EX_gly_asn__L_m	0.1
EX_mobd_m	1000.0
EX_tyr__L_m	0.1
EX_o2_m	1000.0
EX_ser__D_m	0.1
EX_cys__L_m	0.1
EX_ura_m	0.1
EX_alltn_m	0.1
EX_glyc2p_m	0.1
EX_lnlc_m	0.1
EX_pi_m	1000.0
EX_glygln_m	0.1
EX_ac_m	0.1
EX_2mbald_m	0.1
EX_pro__L_m	0.1
EX_pydxn_m	0.1
EX_glymet_m	0.1
EX_cu2_m	1000.0
EX_glu__L_m	0.1
EX_h2s_m	1000.0
EX_hxan_m	0.1
EX_4hphac_m	0.1
EX_photon_m	1000.0
EX_zn2_m	1000.0
EX_h_m	1000.0
EX_xtsn_m	0.1
EX_acnam_m	0.1
EX_ca2_m	1000.0
EX_hco3_m	1000.0
EX_indole_m	0.1
EX_trp__L_m	0.1
EX_cyan_m	1000.0
EX_no2_m	0.1
EX_dxyl_m	0.1
EX_lys__L_m	0.1
EX_fe3dcit_m	0.1
EX_sel_m	1000.0
EX_gthrd_m	0.1
EX_glcur_m	0.1
EX_his__L_m	0.1
EX_acald_m	0.1
EX_g3pg_m	0.1
EX_na1_m	1000.0
EX_cit_m	0.1
EX_orn_m	0.1
EX_cl_m	1000.0
EX_orn__D_m	0.1
EX_phe__L_m	0.1
