EX_adn_e	1000.0
EX_glyb_e	1000.0
EX_25dkglcn_e	1000.0
EX_diact_e	1000.0
EX_fe3_e	1000.0
EX_nh4_e	1000.0
EX_nmn_e	1000.0
EX_asp__D_e	1000.0
EX_ptsla_e	1000.0
EX_mn2_e	1000.0
EX_thymd_e	1000.0
EX_so4_e	1000.0
EX_progly_e	1000.0
EX_mg2_e	1000.0
EX_asn__L_e	1000.0
EX_co2_e	1000.0
EX_LalaDgluMdapDala_e	1000.0
EX_ile__L_e	1000.0
EX_no3_e	1000.0
EX_thr__L_e	1000.0
EX_4ahmmp_e	1000.0
EX_k_e	1000.0
EX_3amp_e	1000.0
EX_metox_e	1000.0
EX_leu__L_e	1000.0
EX_arg__L_e	1000.0
EX_dad_2_e	1000.0
EX_met__L_e	1000.0
EX_meoh_e	1000.0
EX_chor_e	1000.0
EX_cytd_e	1000.0
EX_glyphe_e	1000.0
EX_fol_e	1000.0
EX_gua_e	1000.0
EX_bz_e	1000.0
EX_h2o2_e	1000.0
EX_14glucan_e	1000.0
EX_fe2_e	1000.0
EX_gam_e	1000.0
EX_malthp_e	1000.0
EX_R3hdec4e_e	1000.0
EX_hishis_e	1000.0
EX_cobalt2_e	1000.0
EX_gln__L_e	1000.0
EX_tet_e	1000.0
EX_ade_e	1000.0
EX_ribflv_e	1000.0
EX_fuc_e	1000.0
EX_thm_e	1000.0
EX_gly_asn__L_e	1000.0
EX_mobd_e	1000.0
EX_tyr__L_e	1000.0
EX_o2_e	1000.0
EX_ser__D_e	1000.0
EX_cys__L_e	1000.0
EX_ura_e	1000.0
EX_alltn_e	1000.0
EX_glyc2p_e	1000.0
EX_lnlc_e	1000.0
EX_pi_e	1000.0
EX_glygln_e	1000.0
EX_ac_e	1000.0
EX_2mbald_e	1000.0
EX_pro__L_e	1000.0
EX_pydxn_e	1000.0
EX_glymet_e	1000.0
EX_cu2_e	1000.0
EX_glu__L_e	1000.0
EX_h2s_e	1000.0
EX_hxan_e	1000.0
EX_4hphac_e	1000.0
EX_photon_e	1000.0
EX_zn2_e	1000.0
EX_h_e	1000.0
EX_xtsn_e	1000.0
EX_acnam_e	1000.0
EX_ca2_e	1000.0
EX_hco3_e	1000.0
EX_indole_e	1000.0
EX_trp__L_e	1000.0
EX_cyan_e	1000.0
EX_no2_e	1000.0
EX_dxyl_e	1000.0
EX_lys__L_e	1000.0
EX_fe3dcit_e	1000.0
EX_sel_e	1000.0
EX_gthrd_e	1000.0
EX_glcur_e	1000.0
EX_his__L_e	1000.0
EX_acald_e	1000.0
EX_g3pg_e	1000.0
EX_na1_e	1000.0
EX_cit_e	1000.0
EX_orn_e	1000.0
EX_cl_e	1000.0
EX_orn__D_e	1000.0
EX_phe__L_e	1000.0
