EX_nh4_e	0.8551487252308292
EX_ca2_e	0.0026353405629243377
EX_cl_e	0.023425161354224903
EX_cobalt2_e	0.00015278604673174347
EX_cu2_e	8.599471161085374e-06
EX_pi_e	0.03577143167298007
EX_h2s_e	0.050375288036500356
EX_hco3_e	5.341751989172959
EX_fe2_e	0.00031821599135183027
EX_photon_e	72.46737148869126
EX_mg2_e	0.01564517713519251
EX_mobd_e	6.789139637269805e-07
EX_k_e	0.009370117398084818
EX_sel_e	0.0075180163974485886
EX_na1_e	0.04392234271540562
EX_so4_e	0.02453001857589837
EX_zn2_e	1.8104108084078537e-05
